Country,Type,Parent,Capacity (GW)
EU27,Wind,Enel Green Power España SL,2.3391333333333333
EU27,Wind,EDP Renovables España,2.0125
EU27,Wind,Ørsted A/S,1.83576
EU27,Wind,Allianz SE,1.7485
EU27,Wind,ERG SpA,1.5614000000000001
EU27,Wind,Eneco,1.5241666666666667
EU27,Wind,Naturgy Energy Group SA,1.52348
EU27,Wind,Finerge SA,1.4892
EU27,Wind,Ventient Energy,1.4410999999999998
EU27,Wind,EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,1.42045
EU27,Wind,EnBW Energie Baden-Württemberg AG,1.3896199999999999
EU27,Wind,Iberdrola SA,1.2686
EU27,Wind,Enel Green Power SpA,1.2099000000000002
EU27,Wind,Others,114.68909
G7,Bioenergy,Drax Group PLC,2.58
G7,Bioenergy,Unknown,2.0530188333333337
G7,Bioenergy,Ørsted A/S,1.402
G7,Bioenergy,International Paper Co,1.3088
G7,Bioenergy,Stora Enso Oyj,0.9217653636363636
G7,Bioenergy,Paper Excellence BV,0.88
G7,Bioenergy,Energetický a průmyslový holding AS,0.6635
G7,Bioenergy,RWE AG,0.593
G7,Bioenergy,Koch Industries Inc,0.5592
G7,Bioenergy,EQT AB,0.5561666666666666
G7,Bioenergy,Westrock Co,0.533
G7,Bioenergy,UPM-Kymmene Oyj,0.4598773636363636
G7,Bioenergy,Veolia Environnement SA,0.45868899999999996
G7,Bioenergy,E.ON SE,0.45675
G7,Bioenergy,Wheelabrator Technologies Holdings Inc,0.439
G7,Bioenergy,Metsäliitto Cooperative,0.35735666666666666
G7,Bioenergy,Mälarenergi AB,0.356
G7,Bioenergy,Mercer International Inc,0.3435
G7,Bioenergy,Södra Skogsägarna Ek For,0.3311
G7,Bioenergy,Kansai Electric Power Co,0.331
G7,Bioenergy,Sappi Ltd,0.32330000000000003
G7,Bioenergy,Others,23.731301506060603
G7,Coal,Duke Energy Corp,15.03077843966034
G7,Coal,PGE Polska Grupa Energetyczna SA,12.609399999999999
G7,Coal,American Electric Power Company Inc,10.569397
G7,Coal,Southern Co,9.777336
G7,Coal,Vistra Corp,9.0852
G7,Coal,Electric Power Development Co Ltd,7.8175
G7,Coal,Berkshire Hathaway Inc,7.612996664535465
G7,Coal,Tennessee Valley Authority,7.130199999999999
G7,Coal,RWE AG,7.0648
G7,Coal,Tokyo Electric Power Co,6.60355
G7,Coal,Chubu Electric Power Co Inc,6.523
G7,Coal,NRG Energy Inc,6.333
G7,Coal,Evergy Inc,6.1233580000000005
G7,Coal,ENEA SA,5.761
G7,Coal,EnBW Energie Baden-Württemberg AG,5.590752
G7,Coal,PPL Corp,5.335
G7,Coal,Tohoku Electric Power Co Inc,5.2250749999999995
G7,Coal,Dominion Energy Inc,4.5762
G7,Coal,Unknown,4.4401447814185815
G7,Coal,TAURON Polska Energia SA,4.4235
G7,Coal,Xcel Energy Inc,4.3471882
G7,Coal,Others,166.7486977143856
G7,Geothermal,Calpine Corp,1.163
G7,Geothermal,Unknown,0.8418
G7,Geothermal,Ormat Technology Inc,0.747
G7,Geothermal,Enel Green Power,0.4
G7,Geothermal,CalEnergy Operating Corp,0.381
G7,Geothermal,Atlantica Sustainable Infrastructure,0.27
G7,Geothermal,Geysers Power Co LLC,0.2
G7,Geothermal,Tohoku Electric Power Co Inc,0.195
G7,Geothermal,Kyushu Electric Power Co Inc,0.17
G7,Geothermal,ORCAL Geothermal Inc,0.074
G7,Geothermal,Terra-Gen,0.065
G7,Geothermal,Enel SpA,0.057
G7,Geothermal,Baseload Clean Energy Partners,0.055
G7,Geothermal,EnergySource,0.055
G7,Geothermal,Enel Green Power SpA,0.052
G7,Geothermal,US Geothermal Inc,0.051
G7,Geothermal,Cyrq Energy,0.048
G7,Geothermal,Yuzawa Geothermal Power Generation Corp,0.046
G7,Geothermal,PacifiCorp,0.045
G7,Geothermal,Puna Geothermal Venture,0.038
G7,Geothermal,Steamboat Development Corp,0.036
G7,Geothermal,Others,0.31560000000000005
G7,Hydropower,Hydro Quebec,36.791
G7,Hydropower,US Bureau of Reclamation,14.739
G7,Hydropower,EDF Energy Ltd,13.702
G7,Hydropower,BC Hydro,13.1
G7,Hydropower,Enel SpA,12.0224
G7,Hydropower,Vattenfall AB,10.90308
G7,Hydropower,Iberdrola SA,10.324
G7,Hydropower,Tokyo Electric Power Company Holdings INC (TEPCO),8.628
G7,Hydropower,J-Power,8.252
G7,Hydropower,Kansai Electric Power Co,7.471
G7,Hydropower,Verbund Hydro Power GmbH,7.215
G7,Hydropower,Ontario Power Generation Inc,7.19375
G7,Hydropower,Manitoba Hydro-Electric Board,5.81725
G7,Hydropower,Newfoundland and Labrador Hydro,5.469
G7,Hydropower,US Army Corps of Engineers - Portland District,5.442
G7,Hydropower,EDP SA,5.182
G7,Hydropower,Tennessee Valley Authority (TVA),4.989
G7,Hydropower,ENGIE SA,4.8692
G7,Hydropower,New York Power Authority,4.581
G7,Hydropower,US Army Corps of Engineers - Walla Walla District,4.489
G7,Hydropower,Unknown,2.0232200000000002
G7,Hydropower,Others,152.01872
G7,Nuclear,Electricité de France SA,65.69
G7,Nuclear,Exelon Corp,18.845
G7,Nuclear,Ontario Power Generation Inc,13.924
G7,Nuclear,Tennessee Valley Authority,8.624
G7,Nuclear,Georgia Power Co,6.79
G7,Nuclear,Kansai Electric Power Co,6.578
G7,Nuclear,EDF Energy Ltd,6.534
G7,Nuclear,Duke Energy Corp,5.112
G7,Nuclear,PSEG Power Inc,5.106
G7,Nuclear,Arizona Public Service Co,4.242
G7,Nuclear,CEZ AS,4.164
G7,Nuclear,Kyushu Electric Power Co Inc,4.14
G7,Nuclear,Dominion Resources Inc,3.978
G7,Nuclear,Florida Power & Light Co,3.753
G7,Nuclear,Progress Energy Carolinas Inc,3.71
G7,Nuclear,Teollisuuden Voima Oyj,3.56
G7,Nuclear,Forsmark Kraftgrupp AB,3.446
G7,Nuclear,Constellation Energy Corp,2.708
G7,Nuclear,PPL CORP (former Pennsylvania Power & Light CO (PP&L)),2.66
G7,Nuclear,Nextera Energy Resources LLC,2.576
G7,Nuclear,Others,63.14600000000001
G7,Oil and gas,Constellation Energy Corp,33.7769024
G7,Oil and gas,NextEra Energy Inc,28.2269
G7,Oil and gas,Vistra Corp,27.546
G7,Oil and gas,Chubu Electric Power Co Inc,26.541906787545788
G7,Oil and gas,Tokyo Electric Power Co,26.360506787545788
G7,Oil and gas,Southern Co,25.3291505
G7,Oil and gas,Duke Energy Corp,24.820249500000003
G7,Oil and gas,Entergy Corp,20.5835
G7,Oil and gas,RWE AG,15.177
G7,Oil and gas,LS Power Development LLC,14.9275
G7,Oil and gas,Berkshire Hathaway Inc,13.950218000000001
G7,Oil and gas,Tennessee Valley Authority,13.8497
G7,Oil and gas,ENGIE SA,13.07929688888889
G7,Oil and gas,Energetický a průmyslový holding AS,12.151001
G7,Oil and gas,Dominion Energy Inc,12.078
G7,Oil and gas,Kansai Electric Power Co,11.032320000000002
G7,Oil and gas,Xcel Energy Inc,10.2834
G7,Oil and gas,Uniper SE,10.031492
G7,Oil and gas,American Electric Power Company Inc,8.5815
G7,Oil and gas,Endesa SA,7.8036
G7,Oil and gas,Unknown,5.759844835555556
G7,Oil and gas,Others,550.992920500464
G7,Utility-scale solar,Unknown,138.94106582857128
G7,Utility-scale solar,NextEra Energy Inc,12.8972
G7,Utility-scale solar,Florida Power & Light Co,5.052
G7,Utility-scale solar,Duke Energy Corp,3.718644117647059
G7,Utility-scale solar,Consolidated Edison Development Inc.,3.1311999999999998
G7,Utility-scale solar,Invenergy LLC,3.10102
G7,Utility-scale solar,Dominion Energy Inc,2.972885294117647
G7,Utility-scale solar,Clearway Energy Group LLC,2.642755
G7,Utility-scale solar,EDF Renewables,2.4692649135802465
G7,Utility-scale solar,ENGIE SA,2.462226418920002
G7,Utility-scale solar,DE Shaw Renewable Investments (DESRI),2.4539
G7,Utility-scale solar,EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,2.345676043646609
G7,Utility-scale solar,Lightsource BP,2.334189
G7,Utility-scale solar,Intersect Power,2.328827450980392
G7,Utility-scale solar,Iberdrola SA,2.2508750592139237
G7,Utility-scale solar,Ørsted A/S,2.098
G7,Utility-scale solar,AES Corp,2.0843049999999996
G7,Utility-scale solar,Silicon Ranch Corp,2.0793000000000004
G7,Utility-scale solar,National Grid Renewables,1.667
G7,Utility-scale solar,Southern Power Co,1.624453
G7,Utility-scale solar,Solaria Energía y Medio Ambiente SA,1.549700754636234
G7,Utility-scale solar,Others,129.75557493989086
G7,Wind,Unknown,51.61465666666667
G7,Wind,NextEra Energy Inc,25.1384
G7,Wind,EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,9.26211
G7,Wind,Enel Green Power SpA,8.62891
G7,Wind,EDF Renewables,8.20019
G7,Wind,Avangrid Renewables,8.0938
G7,Wind,Ørsted A/S,7.694210000000001
G7,Wind,MidAmerican Energy Co,7.4865
G7,Wind,Iberdrola Renovables Energia SA,7.05776
G7,Wind,RWE Renewables,5.61995
G7,Wind,Vattenfall AB,5.287846666666666
G7,Wind,Acciona Energía SAU,5.012449999999999
G7,Wind,Pattern Energy,4.701899999999999
G7,Wind,Invenergy LLC,4.674060000000001
G7,Wind,Xcel Energy Inc,4.4685
G7,Wind,RWE AG,4.27764
G7,Wind,ENGIE SA,3.5419666666666663
G7,Wind,Duke Energy Corp,3.30392
G7,Wind,Clearway Energy Group LLC,2.9148333333333336
G7,Wind,PacifiCorp,2.6189
G7,Wind,Engie North America Inc,2.6151999999999997
G7,Wind,Others,231.78462266666665
G20,Bioenergy,Unknown,14.65360759330091
G20,Bioenergy,Drax Group PLC,2.58
G20,Bioenergy,Suzano SA,1.6085
G20,Bioenergy,Ørsted A/S,1.402
G20,Bioenergy,International Paper Co,1.3088
G20,Bioenergy,Raizen SA,1.2485
G20,Bioenergy,natural person(s),1.141273148851149
G20,Bioenergy,Stora Enso Oyj,0.9802653636363636
G20,Bioenergy,Chongqing Sanfeng Environment Group Corp Ltd,0.9256
G20,Bioenergy,Paper Excellence BV,0.88
G20,Bioenergy,Kaidi Ecological and Environmental Technology Co Ltd,0.84
G20,Bioenergy,Korea Electric Power Corp,0.7851099999999999
G20,Bioenergy,Klabin SA,0.785
G20,Bioenergy,State Power Investment Corp Ltd,0.7346541458541459
G20,Bioenergy,Energetický a průmyslový holding AS,0.6635
G20,Bioenergy,Nine Dragons Global Investments Ltd,0.6426000000000001
G20,Bioenergy,Dynagreen Environmental Protection Group Co Ltd,0.639
G20,Bioenergy,Westrock Co,0.612
G20,Bioenergy,RWE AG,0.593
G20,Bioenergy,Royal Golden Eagle Pte Ltd,0.569
G20,Bioenergy,China Energy Conservation and Environmental Protection Group Co Ltd,0.567
G20,Bioenergy,Others,69.59559214835744
G20,Coal,Huaneng Power International Inc,75.2751421978022
G20,Coal,NTPC Ltd,62.219199999999994
G20,Coal,China Energy Investment Corp,61.33545066933067
G20,Coal,China Shenhua Energy Co Ltd,56.46280630869131
G20,Coal,Eskom Holdings SOC Ltd,44.531800000000004
G20,Coal,China Resources Power Holdings Co Ltd,42.86216315684315
G20,Coal,GD POWER Development Co Ltd,41.664594720279716
G20,Coal,China Huadian Corp Ltd,39.70495147499207
G20,Coal,Datang International Power Generation Co Ltd,39.36522023976024
G20,Coal,China Datang Corp Ltd,38.963211572079004
G20,Coal,Huadian Power International Co Ltd,38.0314027245509
G20,Coal,Korea Electric Power Corp,35.02845119061272
G20,Coal,State Power Investment Corp Ltd,34.847597252747256
G20,Coal,Zhejiang Zheneng Electric Power Co Ltd,33.407786073926076
G20,Coal,Unknown,28.177904896129558
G20,Coal,China Huaneng Group Co Ltd,25.826717552447555
G20,Coal,Beijing Jingneng Power Co Ltd,20.80166844155844
G20,Coal,PT PLN (Persero),19.44597802197802
G20,Coal,Guangdong Electric Power Development Co Ltd,18.60405
G20,Coal,Adani Power Ltd,17.886
G20,Coal,An Hui Wenergy Co Ltd,15.880536463536464
G20,Coal,Others,1287.1628972427345
G20,Geothermal,Calpine Corp,1.163
G20,Geothermal,Unknown,0.9795999999999999
G20,Geothermal,Ormat Technology Inc,0.9436599999999999
G20,Geothermal,Comision Federal De Electricidad,0.915
G20,Geothermal,Pertamina Geothermal Energy,0.725
G20,Geothermal,Kenya Electricity Generating Company PLC,0.6345
G20,Geothermal,Star Energy Geothermal,0.629525
G20,Geothermal,Enel Green Power,0.4
G20,Geothermal,CalEnergy Operating Corp,0.381
G20,Geothermal,Sarulla Operations Ltd,0.33
G20,Geothermal,Zorlu Enerji,0.306
G20,Geothermal,Atlantica Sustainable Infrastructure,0.27
G20,Geothermal,Mogan Enerji Yatirim Holding,0.258
G20,Geothermal,KS Orka Renewables Pte Ltd,0.22640000000000002
G20,Geothermal,Tohoku Electric Power Co Inc,0.2041
G20,Geothermal,Geysers Power Co LLC,0.2
G20,Geothermal,Kyushu Electric Power Co Inc,0.17
G20,Geothermal,Turkeler Energy,0.168
G20,Geothermal,Celikler Holding,0.165
G20,Geothermal,Greeneco Enerji Elektrik Üretim AS,0.1275
G20,Geothermal,Gurmat Electric Generation,0.12329999999999999
G20,Geothermal,Others,2.267215
G20,Hydropower,China Yangzi River Three Gorges Group Co Ltd,39.444300000000005
G20,Hydropower,Hydro Quebec,36.791
G20,Hydropower,State Grid Xinyuan Co Ltd,30.372
G20,Hydropower,Unknown,29.042600000000004
G20,Hydropower,PJSC RusHydro,27.991
G20,Hydropower,En+ Generatsiya JSC,15.002
G20,Hydropower,Eletrobras Furnas,14.95548
G20,Hydropower,US Bureau of Reclamation,14.739
G20,Hydropower,EDF Energy Ltd,13.87
G20,Hydropower,Elektrik Üretim AS (EÜAŞ),13.58
G20,Hydropower,BC Hydro,13.1
G20,Hydropower,State Power Investment Group Upper Yellow River Hydropower Development Co Ltd,12.835
G20,Hydropower,Enel SpA,12.0224
G20,Hydropower,China Huaneng Group Co Ltd,11.952
G20,Hydropower,Comisión Federal de Electricidad EPE,11.577
G20,Hydropower,Norte Energia SA,11.233
G20,Hydropower,Companhia Hidro Elétrica do São Francisco SA (CHESF),11.14712
G20,Hydropower,Vattenfall AB,10.90308
G20,Hydropower,Iberdrola SA,10.324
G20,Hydropower,publicly traded shares,10.226299999999998
G20,Hydropower,China Southern Power Grid Peak Shaving and Frequency Modulation Power Generation Co Ltd,10.182
G20,Hydropower,Others,671.7698200000001
G20,Nuclear,Electricité de France SA,65.69
G20,Nuclear,Rosatom,28.576
G20,Nuclear,Korea Hydro & Nuclear Power Co,27.071
G20,Nuclear,China National Nuclear Power Co Ltd,23.573
G20,Nuclear,Exelon Corp,18.845
G20,Nuclear,Ontario Power Generation Inc,13.924
G20,Nuclear,CGNPC Nuclear Power Investment Co Ltd,8.886
G20,Nuclear,Tennessee Valley Authority,8.624
G20,Nuclear,China General Nuclear Power Co Ltd,8.496
G20,Nuclear,Nuclear Power Corporation Of India Ltd,8.24
G20,Nuclear,Georgia Power Co,6.79
G20,Nuclear,Kansai Electric Power Co,6.578
G20,Nuclear,EDF Energy Ltd,6.534
G20,Nuclear,Duke Energy Corp,5.112
G20,Nuclear,PSEG Power Inc,5.106
G20,Nuclear,Guangxi Fangchenggang CGN Nuclear Power Industry Investment Co Ltd,4.532
G20,Nuclear,CGN Ninghe Investment Co Ltd,4.356
G20,Nuclear,Arizona Public Service Co,4.242
G20,Nuclear,CEZ AS,4.164
G20,Nuclear,Kyushu Electric Power Co Inc,4.14
G20,Nuclear,Others,107.893
G20,Oil and gas,Saudi Electricity Co,64.49975
G20,Oil and gas,Egyptian Electricity Holding Co,51.3113
G20,Oil and gas,Constellation Energy Corp,33.7769024
G20,Oil and gas,NextEra Energy Inc,28.2269
G20,Oil and gas,Vistra Corp,27.546
G20,Oil and gas,Chubu Electric Power Co Inc,26.67315678754579
G20,Oil and gas,Tokyo Electric Power Co,26.491756787545786
G20,Oil and gas,Southern Co,25.3291505
G20,Oil and gas,Duke Energy Corp,24.820249500000003
G20,Oil and gas,Comisión Federal de Electricidad EPE,24.804299999999998
G20,Oil and gas,Inter RAO PJSC,23.14045
G20,Oil and gas,Sonelgaz SpA,22.736099999999997
G20,Oil and gas,Korea Electric Power Corp,22.36438
G20,Oil and gas,Entergy Corp,20.5835
G20,Oil and gas,PT PLN (Persero),18.5435
G20,Oil and gas,ENGIE SA,17.00002688888889
G20,Oil and gas,RWE AG,15.73518
G20,Oil and gas,LS Power Development LLC,14.9275
G20,Oil and gas,General Electricity Company of Libya,14.165
G20,Oil and gas,Unknown,14.128182206394696
G20,Oil and gas,Berkshire Hathaway Inc,13.950218000000001
G20,Oil and gas,Others,1163.930768129625
G20,Utility-scale solar,Unknown,306.5357430703956
G20,Utility-scale solar,NextEra Energy Inc,12.8972
G20,Utility-scale solar,Tianjin China Green Power Investment Co Ltd,10.390031452922077
G20,Utility-scale solar,Adani Group,8.378303084415585
G20,Utility-scale solar,China Three Gorges Renewables (Group) Co Ltd,6.648344547483767
G20,Utility-scale solar,ReNew Power,5.600667613636364
G20,Utility-scale solar,China Nuclear Huineng Co Ltd,5.3959863920454545
G20,Utility-scale solar,Huadian New Energy Group Co Ltd,5.293055355174514
G20,Utility-scale solar,Florida Power & Light Co,5.052
G20,Utility-scale solar,ACWA Power Co,5.048829714285715
G20,Utility-scale solar,China Three Gorges New Energy (Group) Co Ltd,4.685908537743507
G20,Utility-scale solar,China Huaneng Group Co Ltd,4.4802497562905845
G20,Utility-scale solar,Enel Green Power SpA,4.293991214533401
G20,Utility-scale solar,ENGIE SA,3.859235444172527
G20,Utility-scale solar,China Power International Development Co Ltd,3.7431498599837663
G20,Utility-scale solar,Water and Electricity Holding CO (Badeel),3.73190625
G20,Utility-scale solar,Duke Energy Corp,3.718644117647059
G20,Utility-scale solar,NTPC Ltd,3.6377877499999998
G20,Utility-scale solar,Huaneng Power International Inc,3.579625812195617
G20,Utility-scale solar,State Power Investment Corp Ltd,3.4748638315746754
G20,Utility-scale solar,China Resources Power New Energy Investment Co Ltd,3.4007278003246757
G20,Utility-scale solar,Others,694.1114647893564
G20,Wind,Unknown,257.86798500000003
G20,Wind,NextEra Energy Inc,25.1384
G20,Wind,EDF Renewables,11.756421999999999
G20,Wind,Enel Green Power SpA,10.81591
G20,Wind,EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,9.35811
G20,Wind,Avangrid Renewables,8.0938
G20,Wind,China Longyuan Power Group Corp Ltd,8.0109
G20,Wind,Iberdrola Renovables Energia SA,7.80076
G20,Wind,Ørsted A/S,7.694210000000001
G20,Wind,MidAmerican Energy Co,7.4865
G20,Wind,Acciona Energía SAU,6.15805
G20,Wind,China Guangdong Nuclear Wind Energy Ltd,5.7200299999999995
G20,Wind,RWE Renewables,5.61995
G20,Wind,Vattenfall AB,5.287846666666666
G20,Wind,ENGIE SA,5.275216666666667
G20,Wind,Pattern Energy,4.701899999999999
G20,Wind,Invenergy LLC,4.674060000000001
G20,Wind,Xcel Energy Inc,4.4685
G20,Wind,AES Corp,4.3978
G20,Wind,RWE AG,4.27764
G20,Wind,Xinjiang Huadian Tianshan Power Generation Co Ltd,4.2
G20,Wind,Others,681.2671006666667
OECD,Bioenergy,Unknown,2.8779698333333337
OECD,Bioenergy,Drax Group PLC,2.58
OECD,Bioenergy,Ørsted A/S,1.402
OECD,Bioenergy,International Paper Co,1.3088
OECD,Bioenergy,Stora Enso Oyj,0.9217653636363636
OECD,Bioenergy,Paper Excellence BV,0.88
OECD,Bioenergy,Korea Electric Power Corp,0.7851099999999999
OECD,Bioenergy,Energetický a průmyslový holding AS,0.6635
OECD,Bioenergy,RWE AG,0.593
OECD,Bioenergy,Empresas Copec SA,0.579
OECD,Bioenergy,Koch Industries Inc,0.5592
OECD,Bioenergy,EQT AB,0.5561666666666666
OECD,Bioenergy,Westrock Co,0.533
OECD,Bioenergy,E.ON SE,0.46153
OECD,Bioenergy,UPM-Kymmene Oyj,0.4598773636363636
OECD,Bioenergy,Veolia Environnement SA,0.45868899999999996
OECD,Bioenergy,Wheelabrator Technologies Holdings Inc,0.439
OECD,Bioenergy,Metsäliitto Cooperative,0.35735666666666666
OECD,Bioenergy,Mälarenergi AB,0.356
OECD,Bioenergy,Mercer International Inc,0.3435
OECD,Bioenergy,Södra Skogsägarna Ek For,0.3311
OECD,Bioenergy,Others,27.6817305060606
OECD,Coal,Korea Electric Power Corp,34.1784
OECD,Coal,Duke Energy Corp,15.03077843966034
OECD,Coal,PGE Polska Grupa Energetyczna SA,12.609399999999999
OECD,Coal,American Electric Power Company Inc,10.569397
OECD,Coal,Southern Co,9.777336
OECD,Coal,Vistra Corp,9.0852
OECD,Coal,Electric Power Development Co Ltd,7.8175
OECD,Coal,Berkshire Hathaway Inc,7.612996664535465
OECD,Coal,Tennessee Valley Authority,7.130199999999999
OECD,Coal,RWE AG,7.0648
OECD,Coal,NRG Energy Inc,6.963
OECD,Coal,Tokyo Electric Power Co,6.60355
OECD,Coal,Chubu Electric Power Co Inc,6.523
OECD,Coal,Evergy Inc,6.1233580000000005
OECD,Coal,ENEA SA,5.761
OECD,Coal,Unknown,5.619564781418581
OECD,Coal,EnBW Energie Baden-Württemberg AG,5.590752
OECD,Coal,Comisión Federal de Electricidad EPE,5.378
OECD,Coal,PPL Corp,5.335
OECD,Coal,Tohoku Electric Power Co Inc,5.2250749999999995
OECD,Coal,AGL Energy Ltd,4.88
OECD,Coal,Others,225.5384979143856
OECD,Geothermal,Calpine Corp,1.163
OECD,Geothermal,Unknown,0.9768
OECD,Geothermal,Comision Federal De Electricidad,0.915
OECD,Geothermal,Ormat Technology Inc,0.78
OECD,Geothermal,Contact Energy Ltd,0.7795
OECD,Geothermal,Orkuveita Reykjavikur,0.423
OECD,Geothermal,Enel Green Power,0.4
OECD,Geothermal,CalEnergy Operating Corp,0.381
OECD,Geothermal,Zorlu Enerji,0.306
OECD,Geothermal,Atlantica Sustainable Infrastructure,0.27
OECD,Geothermal,Mogan Enerji Yatirim Holding,0.258
OECD,Geothermal,HS Orka,0.2486
OECD,Geothermal,Mighty River Power,0.204
OECD,Geothermal,Costa Rican Electricity Institute (ICE),0.2
OECD,Geothermal,Geysers Power Co LLC,0.2
OECD,Geothermal,Tohoku Electric Power Co Inc,0.195
OECD,Geothermal,Mercury NZ Ltd,0.18084999999999998
OECD,Geothermal,Kyushu Electric Power Co Inc,0.17
OECD,Geothermal,Turkeler Energy,0.168
